"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"I bet they stay booked","51","1","2025-09-30T18:40:53.000Z","tazaun2","https://www.tiktok.com/@freshhhtraveler/video/7546323463879822622","7288086127758869546","7555953978832372494","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/63225429c76b4b0342ac3721914ebdf7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=83f8cd69&x-expires=1768554000&x-signature=XzIPXqBkahuKaKzk71KaXQOPxlg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Get it while you can hotel","6","1","2025-10-01T16:54:55.000Z","pete8600","https://www.tiktok.com/@freshhhtraveler/video/7546323463879822622","7466440713497019422","7556297705594110734","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/cf4a7115b53905045acee8a76741c7ff~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=f1ad4655&x-expires=1768554000&x-signature=AvZuVyzKQvuGAxLMDp%2Btndv6SNk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Phuc Long Thai got the best rate 😁😁","5","1","2025-09-19T01:27:37.000Z","bearpham2","https://www.tiktok.com/@freshhhtraveler/video/7546323463879822622","7168195954125341738","7551605805523682078","https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7347815972125802539~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8c758ae0&x-expires=1768554000&x-signature=X6u4NQuF7x1TZk9OrUqcsJlvr6g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"rooms by the hour 💀","1","1","2025-11-29T20:12:31.000Z","quantummecha","https://www.tiktok.com/@freshhhtraveler/video/7546323463879822622","7211436877886882862","7578242584604328718","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/8aba007942adf2f48218bf38ae59321e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ecf310cb&x-expires=1768554000&x-signature=YPUTEB5rCaOQ70%2FE9TxGVrG6Am4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"They got it phuckin going ON up in there! 😄😄😄😄","1","1","2025-10-02T02:59:24.000Z","stonethestreetprophet","https://www.tiktok.com/@freshhhtraveler/video/7546323463879822622","7052559205237343278","7556453470951146295","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7354682590470602794~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9464c9e2&x-expires=1768554000&x-signature=kCEvvB0KD6qMn5vtxXxsI3hNWoU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"PHUC PHUC PHUC PHUC PHUC PHUC PHUC 🗣","1","1","2025-10-02T06:47:44.000Z","proppaperez","https://www.tiktok.com/@freshhhtraveler/video/7546323463879822622","3782472","7556512164522591006","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/0589d129e98140fd48ff512898db5289~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e88677c1&x-expires=1768554000&x-signature=y3X2R6r1j%2BdgqgJBnogEl4Nhsbk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Watch your tongue bro! It gets you in trouble","0","6","2025-09-06T22:41:57.000Z","gasatsouth","https://www.tiktok.com/@freshhhtraveler/video/7546323463879822622","6742678462672880645","7547110060205687582","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/a694d6853d4508e75598a55aaa9f1a59~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bd6f9cef&x-expires=1768554000&x-signature=HJTBJBoxGRScc0xTnuS0rt1IiQo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Là nó đang khen hay đang chửi vậy mn ?","0","1","2025-11-14T01:23:37.000Z","lilly_bui89","https://www.tiktok.com/@freshhhtraveler/video/7546323463879822622","6656869553539678210","7572385519663088400","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/9ff645e2b58392c4696c789bf9edbc7d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1308427c&x-expires=1768554000&x-signature=YIdcLHNSA3RvKw6wTUjXy4FuIMk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"N one would stay if it was called Phuc Qiq","0","2","2025-10-18T22:39:47.000Z","candrew.one","https://www.tiktok.com/@freshhhtraveler/video/7546323463879822622","6908129507971187718","7562695084644500254","https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/a1c3dd381491cc0df633b5bb6a3604a8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=24886518&x-expires=1768554000&x-signature=OiQuqJUXska31hZgz3faIBMB%2BoI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"PHUC it....","1","1","2025-10-03T01:27:53.000Z","moneymike50004","https://www.tiktok.com/@freshhhtraveler/video/7546323463879822622","6958133788724659206","7556801076121879310","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/fe04bcb09b48c94fe791ad95736b943f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=21b9d410&x-expires=1768554000&x-signature=N%2FC%2BKtZv5maw7Su1uRGEweUIoLo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"My favorite hotel , blown backs out there since 2010 😆","1","1","2025-10-02T17:32:00.000Z","realroscoea","https://www.tiktok.com/@freshhhtraveler/video/7546323463879822622","6818571547386987525","7556678378528441101","https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/d6c10cd2d55ae5d667c04d819ddae20c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9caaa233&x-expires=1768554000&x-signature=cQTBvFvVw6kXRtLX6nA0HMPUb4I%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"All the extra phucs 😂😂😂😂😂😂","1","2","2025-10-02T18:34:14.000Z","lisallovette","https://www.tiktok.com/@freshhhtraveler/video/7546323463879822622","7063267415057433646","7556694402577187598","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/c469af6e6c0171caff75cc4c7686649e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=069e4d8e&x-expires=1768554000&x-signature=ql49W0JUFuK4h%2Bdo9gwbqy8tx28%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"yeah that's how it's done right there😏","1","1","2025-11-22T23:25:04.000Z","talkingtesla","https://www.tiktok.com/@freshhhtraveler/video/7546323463879822622","7403889550546519086","7575694732812043039","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/41664066a256481e2cafcaa006c057d9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4398083b&x-expires=1768554000&x-signature=sh4IuPs7P%2B2Sg4xH7i63tzSY9UQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Ủa ???","0","0","2026-01-12T01:11:44.000Z","ngocbao679","https://www.tiktok.com/@phc.long.lotter.n/video/7593698648551099655","6548175432826208257","7594276492567577352","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8cde61823e0d83875bf6fee59aeeb552~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=08e84f37&x-expires=1768554000&x-signature=SKjaRpsygv0cadyZJqk%2FG3zEkWM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"là sao nữaaa","0","0","2026-01-10T12:05:21.000Z","nmnhatthanh","https://www.tiktok.com/@phc.long.lotter.n/video/7593698648551099655","6574746249080389633","7593702778583122708","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/36f7d586f69194579dc5fc0bb0628efd~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=f7abb9f8&x-expires=1768554000&x-signature=9BEyRDnNog%2B7mQKEUppdkV5od9s%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"???","0","0","2026-01-10T12:04:01.000Z","eoviiboy","https://www.tiktok.com/@phc.long.lotter.n/video/7593698648551099655","6750983403921474561","7593702419613238032","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4e3f64b227315659dc1c1188dc23efc3~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b79f0594&x-expires=1768554000&x-signature=oNwEsIEAHH6Ogrj1fPEnqYcx9%2BU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=maliva"
"Quán Cafe Phúc Long ở Fountain Valley, Califonia rất đẹp❤️","0","0","2026-01-02T19:40:37.000Z","huongkaorile","https://www.tiktok.com/@huongkaorile/video/7590661946454691086","7069203854308328494","7590851329444414263","https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/1c0d402594c05b48cf3ab4e531498d99~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=827261ba&x-expires=1768554000&x-signature=izOzZXFs03hLj6uwj3iI8F4R5Zw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"这也太好看吧，你是现实版的迪士尼公主吗？","0","0","2026-01-05T13:17:05.000Z","hang66414if","https://www.tiktok.com/@huongkaorile/video/7590661946454691086","7579701239988110350","7591865636415849246","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/52c94c685614d728118df68e62928a0d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=95555e6b&x-expires=1768554000&x-signature=H43t33TQVqoELNf5hWa9U3BJfPI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"cafe o day khong co cua voi Da vien.","1","0","2026-01-11T01:50:55.000Z","philip122171","https://www.tiktok.com/@huongkaorile/video/7590661946454691086","6780865761478263810","7593915371502813983","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/0ba0b964d7304adb51327aa1093fb72a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=d44e4a39&x-expires=1768554000&x-signature=N4lhRs5XCGwXp1xoqNbJtCwQlRU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Quán caffe này ở đâu mà đẹp thế em ?🥰🥰","0","0","2026-01-02T14:04:28.000Z","nguyenvanhieu696","https://www.tiktok.com/@huongkaorile/video/7590661946454691086","7533432991626298423","7590764535327261471","https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/4f0d15afd7e06013c3e2daf7ed56753a~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fe34db21&x-expires=1768554000&x-signature=7ms2mD6BngYy7KJ%2Fj5PdcTVgiUU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Quán Cà phê rất là đẹp chắc bữa nào anh có đi xuống đây anh face thank em nhá đã cho anh biết quán này","0","0","2026-01-02T20:06:56.000Z","tunminh8812","https://www.tiktok.com/@huongkaorile/video/7590661946454691086","7565937271451829269","7590858187307778834","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a725a511d0938c0e6668c9872599241b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=37f781c0&x-expires=1768554000&x-signature=EtvZW1y8Ma%2FlIv5Qz3rHRS7%2FJfU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"挺不错","0","0","2026-01-03T17:50:03.000Z","chen.shuting13","https://www.tiktok.com/@huongkaorile/video/7590661946454691086","7536302553781486647","7591193903203205918","https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/1eb586589a5a29ded46b73b1a8ce187b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=043679f3&x-expires=1768554000&x-signature=IwgwrFz9p7qx6islIfCSZhwHFY0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Wow😁😁😁","0","0","2026-01-02T14:44:08.000Z","user789760547","https://www.tiktok.com/@huongkaorile/video/7590661946454691086","7545664220273411085","7590774529787282207","https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/36d4ab3f7e21395f5ac78c853e9a11c5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=84fccab6&x-expires=1768554000&x-signature=Wk8AuXADgu%2FF7PNS7KsDHUVq5g4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Cảnh đẹp quá bạn ơi","0","0","2026-01-02T16:23:15.000Z","kieuhuong7799","https://www.tiktok.com/@huongkaorile/video/7590661946454691086","7294139688615969810","7590800595259884304","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/724e01576c8cd2428653a4342ee4fc3e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=adaf4147&x-expires=1768554000&x-signature=yoiZUx5khTlg4iqwf9wLPF1%2Fj%2Bw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"có nhớ Việt Nam ko ạ c 😇","0","0","2026-01-03T02:07:57.000Z","thuyduong.5676","https://www.tiktok.com/@huongkaorile/video/7590661946454691086","7360907365245633543","7590951258366903048","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7f2d487fb6703e068e40192a91ec3b01~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=67e5908c&x-expires=1768554000&x-signature=tSA7MT0PIU5AnAHfvVo%2BTD9OGFM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Beautiful place","1","0","2026-01-02T21:38:11.000Z","mosammat.afroja","https://www.tiktok.com/@huongkaorile/video/7590661946454691086","7508458326500066350","7590881674398597901","https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/21f9bcdfe04581961db0b91d6b0bbd9d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=415f251c&x-expires=1768554000&x-signature=Z1cBIgSDoDagkBTQCZxqj2ZnxTU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"đẹp","0","0","2026-01-02T13:35:52.000Z","chhngnguyen2","https://www.tiktok.com/@huongkaorile/video/7590661946454691086","7340603332639327240","7590757458671977223","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d7df1dcce5ae326b9ef827a31f413c18~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4611e28d&x-expires=1768554000&x-signature=z5kJApfEBl3vlpNiUnr174FD77Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Đẹp quá ❤❤❤❤❤","1","0","2026-01-03T01:50:52.000Z","m.dung1067","https://www.tiktok.com/@huongkaorile/video/7590661946454691086","7503913802338649106","7590946812770468628","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/8830190ea0733cd55ce737a6e5436ea9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=602fb1b7&x-expires=1768554000&x-signature=ETE7MRWzvpOqjk5qj0qsgvBOky4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"🥰🥰🥰❤❤❤","0","0","2026-01-02T08:30:47.000Z","phatcuong74","https://www.tiktok.com/@huongkaorile/video/7590661946454691086","7287411515487945730","7590678818714452743","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0f5ae501ecdf598c772c61605af0b0fa~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c55c8b33&x-expires=1768554000&x-signature=ueRh%2BFyxS812wBzd%2Fg0P9M9Jliw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"🥰🥰🥰🥰","0","0","2026-01-02T17:35:17.000Z","haduy90970","https://www.tiktok.com/@huongkaorile/video/7590661946454691086","7467798540807832577","7590819154660442887","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/bad8654408809e643db2619b562accfa~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=4b3a57c2&x-expires=1768554000&x-signature=Yyd1Ps7qggzkiL5wHcYUB5XhGqQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"😍","0","0","2026-01-02T15:18:16.000Z","ductaihangtieudung","https://www.tiktok.com/@huongkaorile/video/7590661946454691086","6939477890342077442","7590783846678020882","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7335919319504650241~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=73ca3908&x-expires=1768554000&x-signature=Ey17oIzVktwPURwZrjxWlesUMMI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"🥰🥰","0","0","2026-01-03T15:31:46.000Z","tuyenle19775","https://www.tiktok.com/@huongkaorile/video/7590661946454691086","7215989132697551873","7591158397917512455","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/e58fee4b66c0396f766ec067244c84f1~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a005b9e7&x-expires=1768554000&x-signature=aZTophuXP1c5q%2B8ZzHkYcRQVDks%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
