"avatarThumbnail","cid","createTime","createTimeISO","detailedMentions/0/nickName","detailedMentions/0/profileUrl","detailedMentions/0/secUid","detailedMentions/0/userId","detailedMentions/1/nickName","detailedMentions/1/profileUrl","detailedMentions/1/secUid","detailedMentions/1/userId","detailedMentions/2/nickName","detailedMentions/2/profileUrl","detailedMentions/2/secUid","detailedMentions/2/userId","detailedMentions/3/nickName","detailedMentions/3/profileUrl","detailedMentions/3/secUid","detailedMentions/3/userId","diggCount","input","likedByAuthor","mentions/0","mentions/1","mentions/2","mentions/3","pinnedByAuthor","repliesToId","replyCommentTotal","submittedVideoUrl","text","uid","uniqueId","videoWebUrl"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/37afc8cca764329aaec5fcb343bb6110~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e2aba7e4&x-expires=1768554000&x-signature=EdoHSt%2BxX9quDFww8jXiKwv4FhE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7547575223337616135","1757306807","2025-09-08T04:46:47.000Z",,,,,,,,,,,,,,,,,"6","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","true",,,,,"false",,"2","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","Đoàn mik ik học về chx ạ😭","7131630643973276698","uyenntrang.2107","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b520efb9375509a8f99571567ec3b7f2~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0ef132ca&x-expires=1768554000&x-signature=dPAyGZDdEGtxUG%2BMTu%2FgajRMC9w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7547564619368547090","1757304333","2025-09-08T04:05:33.000Z",,,,,,,,,,,,,,,,,"5","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","true",,,,,"false",,"1","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","Hồi nhỏ Mn ai cũng bảo giống c này","7097542591965627394","athowcutii","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3a2c6e493a76011e785faec456730665~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=2aea4759&x-expires=1768554000&x-signature=FtcK1F24DMpIM0ZJKpm9FRbq8Ws%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7547564689443554056","1757304354","2025-09-08T04:05:54.000Z",,,,,,,,,,,,,,,,,"1","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","true",,,,,"false",,"2","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","em là trễ chx cj","7341964286766760978","dti8tdiydyidiydiyd","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0763726575f4b02670d04b680b3f207e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=43339363&x-expires=1768554000&x-signature=4XienQ24Pb6gS7vdNm4MNhc66tg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7547569387990237959","1757305445","2025-09-08T04:24:05.000Z",,,,,,,,,,,,,,,,,"37","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","true",,,,,"false",,"1","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","tr oi tuổi thơ của toii 🥰","6658622245978357761","khanhan_49","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/83b346148dde0aca2b9955c55513e7ae~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=70d49618&x-expires=1768554000&x-signature=p7M1ms7luTwS1QRmX9oZOCqLQPY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7549642032340943623","1757788021","2025-09-13T18:27:01.000Z",,,,,,,,,,,,,,,,,"1","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","true",,,,,"false",,"0","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","giờ có em r nên nó cứ coi bài bống bống bang bang nghe riết nhảy theo lun","6953325334453142530","jh030207.220506","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/17d084142421885dc8f659f889fa9ecc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c7b24dc6&x-expires=1768554000&x-signature=ljwIfXM6hpc4ArRaahfFeEBNOBc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7550345170177295105","1757951734","2025-09-15T15:55:34.000Z",,,,,,,,,,,,,,,,,"1","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","true",,,,,"false",,"0","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","Hồi đó em gọi chị là chị hát bài tết","7320616847421359106","nguyn.bo.sam8","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/ecd8838cfff67daafd52e2092cc0054c~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a7433863&x-expires=1768554000&x-signature=yMV1SBpALCEyb90swJ413uyqaY8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7547585350203818769","1757309169","2025-09-08T05:26:09.000Z",,,,,,,,,,,,,,,,,"25","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","true",,,,,"false",,"1","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","Ai ik học về r thì tim","7430273477347329040","thuytrang25872","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/105c3936622e6257390485fe1404a917~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=733c04e1&x-expires=1768554000&x-signature=A86Fzt4qZXoWTyDsnd47XfAn8yM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7547561493375271687","1757303608","2025-09-08T03:53:28.000Z",,,,,,,,,,,,,,,,,"467","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","true",,,,,"false",,"1","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","nhớ ngày nào còn bé tí, mà nay lớn như vậy rồi","7054206391728686107","sallythienthao_0409","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/959835c45eefec81c15e9ee420ae7504~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=09adf65a&x-expires=1768554000&x-signature=9OMy6i6XhsD0cxOMJdodXfkVQy4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7549864014898053905","1757839707","2025-09-14T08:48:27.000Z",,,,,,,,,,,,,,,,,"1","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","true",,,,,"false",,"0","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","bào đi du hc hả hogg bt nên hỏi aa🤗","7509711041057047569","khanhuien3","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2873da5ff270855d075f20e936d98009~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=807d3e99&x-expires=1768554000&x-signature=lx5cLwBn6AnYj9J5ESB5TfGvoIA%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7547545827440395016","1757299961","2025-09-08T02:52:41.000Z",,,,,,,,,,,,,,,,,"2","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","true",,,,,"false",,"2","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","Ỏ video cũm xinh vậy bào ngư ới🥰🥰🥰","6578680186359021570","hieutongentertainment","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f11e0f1601dd48225f1936467f3b1e18~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9ca7dc5c&x-expires=1768554000&x-signature=A%2B7LEInO9721TXO85OwtjFCOSfE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7547683433415672583","1757332001","2025-09-08T11:46:41.000Z",,,,,,,,,,,,,,,,,"1","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","true",,,,,"false",,"0","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","hồi đó e tui coi bà này tôi ms bt á
thời tui bt (bé ) Xuân Mai 😆","7040416336484434946","tientibi","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d479c9049f44670c7c1ad92a214d1883~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=85cfb200&x-expires=1768554000&x-signature=r8IbWz5FWrU8lUTncsts9PWodNM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7548683113821930258","1757564760","2025-09-11T04:26:00.000Z",,,,,,,,,,,,,,,,,"1","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","false",,,,,"false",,"0","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","Hồi đó e gọi cj là bé 🥰","7364789223507870726","bao.hanncte548","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/585194ed4024534f01aab661545b6565~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=7dd0c179&x-expires=1768554000&x-signature=4I41RyZIEyfRoVORJQ3Te0bCSA8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7547583369572778760","1757308701","2025-09-08T05:18:21.000Z",,,,,,,,,,,,,,,,,"1","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","true",,,,,"false",,"1","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","70% là con mắt😭","7378465504325698561","chilamcutii","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/695c3faf0c5358a68540537a96f023c9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=428120c4&x-expires=1768554000&x-signature=3EjIGDJ8ArxMfoFWjdbOignre30%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7547832532386988813","1757366735","2025-09-08T21:25:35.000Z",,,,,,,,,,,,,,,,,"1","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","true",,,,,"false",,"1","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","Ngày mai qua Phúc Long uống boba 🥰","6982664021182956549","sweeetandcreamy","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/214aba15cde87a735aad9f2e1461bf26~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0b83b7ec&x-expires=1768554000&x-signature=2d7hzbtsNYKIi%2F%2BtfemH4qZKbLY%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7547518144819413780","1757293520","2025-09-08T01:05:20.000Z",,,,,,,,,,,,,,,,,"1","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","true",,,,,"false",,"1","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","Em cmt trễ ròiii😭😭😭","7466736698107397121","_duonqsucaamthuu._","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a971d558600eb04cc7c4a30d75cdbd4d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=dbc4af84&x-expires=1768554000&x-signature=Nup9J2v3jnF1qSV07mASGzxV69U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7547573462988538625","1757306405","2025-09-08T04:40:05.000Z",,,,,,,,,,,,,,,,,"1","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","true",,,,,"false",,"0","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","bả cutee á😁","7512805474904835079","quyennbin4413","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/2681e65763cca9af38b6a9d9d2287950~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=b090d171&x-expires=1768554000&x-signature=70qO36EwUWq8xyCgndvC7wPzscg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7552061850771358477","1758351487","2025-09-20T06:58:07.000Z",,,,,,,,,,,,,,,,,"1","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","true",,,,,"false",,"0","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","khong sao!!","14659670","k3nnyyn","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/666557ae7d5acb4a4b1dfe3fbd792976~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=70d51c04&x-expires=1768554000&x-signature=zzVm0ke7OSXsKdSsja10Laka6AM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7547914751407145741","1757385875","2025-09-09T02:44:35.000Z",,,,,,,,,,,,,,,,,"1","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","true",,,,,"false",,"0","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","Thấy hoài luôn mà không nhớ tên nèeeee😭","6700445792253445122","vohothienthanh","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472"
"https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/692ff3018b7b4cbf20c87140c83507f3~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=608d1faa&x-expires=1768554000&x-signature=Cw6dPkV9r2jX0wu6cen97%2BAT%2Fog%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7547574145849066256","1757306555","2025-09-08T04:42:35.000Z",,,,,,,,,,,,,,,,,"1","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","true",,,,,"false",,"0","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","nhớ bà này trong chương trình Ba ơi mình đi đâu thế (đúng ko ta)","7263080083988251656","dnbc_07","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b8092ae8ca197984926fe8d47950eccc~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=399cdcc6&x-expires=1768554000&x-signature=A1VciKFYSfqki%2B034nKql2C%2F9p0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7555364391295910674","1759120367","2025-09-29T04:32:47.000Z",,,,,,,,,,,,,,,,,"2","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","false",,,,,"false",,"1","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472","chị làm ở đay vậy a","7389640835161768965","thaonguyen...cutte","https://www.tiktok.com/@abalony.abalony.bn/video/7547516080542174472"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/36cf627fcc61552c062bd680ca60e432~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=9b88b3bd&x-expires=1768554000&x-signature=LLrV2wsT9nqaL216I9rVH15%2B%2BIg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7392561398406054664","1721214835","2024-07-17T11:13:55.000Z",,,,,,,,,,,,,,,,,"4721","https://www.tiktok.com/@tuankhongcan.official2/video/7392530065843653896","false",,,,,"false",,"24","https://www.tiktok.com/@tuankhongcan.official2/video/7392530065843653896","cái bàn ổng ngồi ☺️","7350301299458147334","fifai_and_chuoi","https://www.tiktok.com/@tuankhongcan.official2/video/7392530065843653896"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/405216e1fada1d5b815b9ed5acd9c63b~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=1a46bad1&x-expires=1768554000&x-signature=PrNetsmPD1CuX9TzImj1gLjkWjU%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7392785827266741013","1721267104","2024-07-18T01:45:04.000Z",,,,,,,,,,,,,,,,,"3252","https://www.tiktok.com/@tuankhongcan.official2/video/7392530065843653896","false",,,,,"false",,"88","https://www.tiktok.com/@tuankhongcan.official2/video/7392530065843653896","xem vd thấy bth mà nghe bà lou lê kể lại rén 😭","7277095615731991553","donald_wut","https://www.tiktok.com/@tuankhongcan.official2/video/7392530065843653896"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/b32cbf776edfa6c35da318231f1381b0~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=08742640&x-expires=1768554000&x-signature=exJqagT7GhvHRNnK0q2zFoAsCtM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7392562691523724053","1721215146","2024-07-17T11:19:06.000Z",,,,,,,,,,,,,,,,,"141","https://www.tiktok.com/@tuankhongcan.official2/video/7392530065843653896","false",,,,,"false",,"41","https://www.tiktok.com/@tuankhongcan.official2/video/7392530065843653896","ai muốn biết vụ trà sữa phúc long ko ib tui😭","7043687855738209282","tai...volleyball01","https://www.tiktok.com/@tuankhongcan.official2/video/7392530065843653896"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/52a51306c912b7e202b9b550253bba16~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ea33511b&x-expires=1768554000&x-signature=9TrB8c3QbvZsaX8o4IGX6M8Ab2M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5","7392813503730795271","1721273539","2024-07-18T03:32:19.000Z",,,,,,,,,,,,,,,,,"789","https://www.tiktok.com/@tuankhongcan.official2/video/7392530065843653896","false",,,,,"false",,"18","https://www.tiktok.com/@tuankhongcan.official2/video/7392530065843653896","dám đi lun, ghê thiệt","7375095414036743184","_knj.liu","https://www.tiktok.com/@tuankhongcan.official2/video/7392530065843653896"
