"text","diggCount","replyCommentTotal","createTimeISO","uniqueId","videoWebUrl","uid","cid","avatarThumbnail"
"Cái này là oder qua app mà","2","6","2024-11-19T13:40:03.000Z","thinhphan245","https://www.tiktok.com/@nhandienfnb1/video/7438932164084862216","6749354406913950721","7438984710598558481","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7324884738202664968~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=43092e13&x-expires=1768615200&x-signature=5kjH4BQGQq%2BoaaNaw6C9W7Miko0%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"hình như nó là ghi chú của khác mà","1","0","2024-11-19T14:36:20.000Z","txnam_04","https://www.tiktok.com/@nhandienfnb1/video/7438932164084862216","6837427093934375938","7438999207095419655","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/2c36e14a7b786e9d60ef9d5389212577~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c60e2206&x-expires=1768615200&x-signature=sDBeMibMTetXZPnQv%2B46BZtQWY4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Giảm an tây rồi tới giảm doanh thu","9","0","2024-11-19T23:25:55.000Z","lmnguyn2","https://www.tiktok.com/@nhandienfnb1/video/7438932164084862216","16627048","7439135631751987986","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/9070501e50d601cbf7066cdae976b6d5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=aac01e45&x-expires=1768615200&x-signature=ICDnQ1n53HXCpgfRRsGHwOYDNjw%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Tẩy chay thì nên làm cho tới chứ mặc cho cư dân mạng chê bai, nó vẫn mở xây thêm chi nhánh với quy mô khổng lồ 😅 Kì v nhỉ","1","0","2024-11-20T07:45:25.000Z","toilanguoisaigon","https://www.tiktok.com/@nhandienfnb1/video/7438932164084862216","62192717404844032","7439264315137639188","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/bef63e06618bf011d46b26ce44d80901~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=fd82003b&x-expires=1768615200&x-signature=SbNDhj9NEWJtQYRK5NUo5%2BJBNac%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"hết brand gà rán rồi tới brand nước uống 😅 combo luôn á trời","1","0","2024-11-20T02:49:29.000Z","qyfnank","https://www.tiktok.com/@nhandienfnb1/video/7438932164084862216","6731941965602046978","7439188139421467413","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/635002fd787cd0717ee81d0a03b52508~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=cfd58120&x-expires=1768615200&x-signature=Z5SPuahVadkjs8T4ofm3Ug0JGl4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Ý là bạn mới nhìn 1 bài đăng vô thưởng vô phạt thôi ý :))","1","1","2024-11-19T15:46:31.000Z","donedok114","https://www.tiktok.com/@nhandienfnb1/video/7438932164084862216","6552753672710324225","7439017281865220865","https://p19-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-giso/6d2bafdc02a3fe36e009e32177863af5~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=504ba841&x-expires=1768615200&x-signature=Im38Ag%2BP3GzTNR%2B77tDsY45ml8g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Thật sự như này thì chịu","7","0","2024-11-19T14:53:50.000Z","vittxinhxiu","https://www.tiktok.com/@nhandienfnb1/video/7438932164084862216","6970185104854565893","7439003727853896455","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/eaf26d0ab2a14cbac103720ead773148~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=85731b33&x-expires=1768615200&x-signature=D9DWip8Gj%2BbiuqAzabuSfa6aX1M%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"t nghĩ note của khách chứ chả đâu","2","0","2024-11-19T15:04:56.000Z","itsfuocs","https://www.tiktok.com/@nhandienfnb1/video/7438932164084862216","6793495364898440194","7439006581981463304","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d9be5ccb4d142e0c347808f5fc621816~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=bf3f6615&x-expires=1768615200&x-signature=0r9Qcv6VLtXK2Lk7uIaVaMiTCq8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Năm hạn của katinat","5","0","2024-11-19T16:18:30.000Z","hoaigiun","https://www.tiktok.com/@nhandienfnb1/video/7438932164084862216","63990344250","7439025539098313490","https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/6012b05ac4c3297830fd9a5a49e689ba~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=408cebec&x-expires=1768615200&x-signature=kpsud75ClNjLK4elWhWXNwARlfc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"bthg mà, tôi cho giả chân di luôn","2","0","2024-11-19T11:03:33.000Z","hoangtuech163","https://www.tiktok.com/@nhandienfnb1/video/7438932164084862216","7065950772790100994","7438944373788640018","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/d460c65c94f7d8ec477aa6cd31fdaf92~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a080d0a4&x-expires=1768615200&x-signature=sfK4u0at49NrOTlDw3VKtqs%2BNfs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"đó là do khách yêu cầu ghi note như vậy hay đặt qua app khách để note r in tem ra như vậy á bạn ơi chứ k phải chiến lược gì đâu ạaa","13","0","2024-11-19T15:26:35.000Z","ngochan_1508","https://www.tiktok.com/@nhandienfnb1/video/7438932164084862216","6658966424868651009","7439012160808747792","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/eb2682e13e2a2f60c00ebb24a45b5ccd~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=ae0ba19e&x-expires=1768615200&x-signature=GimKMQhGreHjBOIvCwllWu6kf9w%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Cái katinat này nó drama cả 3-4 năm nay chứ co phai moi day dau :)))","0","0","2024-11-20T06:18:05.000Z","tiem.viet.phuc.binhduong","https://www.tiktok.com/@nhandienfnb1/video/7438932164084862216","6677127201991721986","7439241896641381128","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/3b8f0b63c69a01577bfaa54f4da48f4f~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6e5f1e1b&x-expires=1768615200&x-signature=beHKOu%2F3ppcHh4ZzW11kqJX%2FlPk%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Chắc nhân viên vui vs nhau mà quên 😂 thấy bth mà","0","0","2024-11-20T10:04:18.000Z","tam_darks","https://www.tiktok.com/@nhandienfnb1/video/7438932164084862216","6776532707759555585","7439300187817296658","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/f2fdce045eda4973a960bfae87052740~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=41801561&x-expires=1768615200&x-signature=ntIo4NMbSxtObqaeon7tdtrewUg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"tắt cmt :))","0","0","2024-11-20T09:42:38.000Z","ntnguyen2006","https://www.tiktok.com/@nhandienfnb1/video/7438932164084862216","7231808643703440390","7439294593416463121","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/c31b5e5e5c580290966d21838671c519~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=0d1a37e0&x-expires=1768615200&x-signature=M3%2BoHOwXgS1AwXtpS30O0BOyBPQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"vẫn còn ng uống katinat ư hồi đợt lũ tới h bỏ luôn xa cách mấy cũng đi chỗ khác mà mua","0","0","2024-11-20T07:03:43.000Z","cter65","https://www.tiktok.com/@nhandienfnb1/video/7438932164084862216","6914225042541003777","7439253645810385671","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/7327693277145071623~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=e8a612ad&x-expires=1768615200&x-signature=71xL1iWpoir9yJPvtcy%2FBR0onbs%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"ấy thật nha🥰","0","0","2024-11-20T16:15:03.000Z","ngimgh__","https://www.tiktok.com/@nhandienfnb1/video/7438932164084862216","6817070098684314626","7439395734581117713","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/a15c7d669397ec85bbaefe2852a9db09~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=c9f91931&x-expires=1768615200&x-signature=1Ksrsy4wxX72yAby8xVxdbRIPNc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Chiến lược Maketing thôi","0","0","2024-11-20T10:36:13.000Z","bapckjack","https://www.tiktok.com/@nhandienfnb1/video/7438932164084862216","6872621923840525313","7439308402063328001","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/96d300edc684fc7222667dda02ac2918~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=aea4d1d0&x-expires=1768615200&x-signature=enpgkUnTVJWGdx8qwYRAGNwuMpI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Nó cần gì chiến lượt","0","0","2024-11-20T14:24:06.000Z","ivanchen1705","https://www.tiktok.com/@nhandienfnb1/video/7438932164084862216","6517106166961864706","7439367140316939024","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/0da7e791e0405cd82b30d828074553d8~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=a0aebdc2&x-expires=1768615200&x-signature=9P1kXZusVxdxGTDUC9SJ0%2Bu7zsE%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Ê😳😳","0","0","2024-11-20T11:36:23.000Z","bozien99","https://www.tiktok.com/@nhandienfnb1/video/7438932164084862216","6692220404998259713","7439323928277271303","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/187af52fe9e7596acba08a4e3f02d00d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=8ba2380e&x-expires=1768615200&x-signature=h4gUF%2B6alGU%2BLgIkfwHzJKmuRvQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Katinat không training nhân viên nhỉ","0","0","2024-11-20T07:54:55.000Z","mr.tduc_211","https://www.tiktok.com/@nhandienfnb1/video/7438932164084862216","6982788665820283930","7439266840695882513","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4e8b96d1cc56514387937dfee7161584~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6cd8d61a&x-expires=1768615200&x-signature=PTlEiptBI%2BDTxvZD3%2B6q0lodb2k%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Thường là khách note chứ nhỉ .___.","0","0","2024-11-19T12:48:50.000Z","bminnnnn","https://www.tiktok.com/@nhandienfnb1/video/7438932164084862216","7071300600676107265","7438971496389870344","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/bd8cd33bcf9dd5b33e473b26f8fa95c9~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=77fe70e2&x-expires=1768615200&x-signature=Or3nWqiTLA%2FAfrlvGdDCZ6B0uYI%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast5"
"Mời anh em về với đội Kati 😁😁","3","0","2026-01-06T13:47:50.000Z","katinatdalat","https://www.tiktok.com/@katinatdalat/video/7592095915410853128","7560780521590375432","7592244858259161874","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/45af66edfe852685a226b7f7085e25c7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=458f41dc&x-expires=1768615200&x-signature=P8NJVAV0xpiJQFikT6q1tne4vHc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"nhận kèo solo hong ạ =)))))","0","0","2026-01-06T17:14:07.000Z","yourmabelbaby","https://www.tiktok.com/@katinatdalat/video/7592095915410853128","6806703837211165698","7592298022794248980","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/311ba8899751e6197a6a4af4eb775b8e~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=6a8d5a12&x-expires=1768615200&x-signature=mKc%2FqYgVxT1GiqwI%2BD7RAvFXo%2BQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Làm nhiệt tình – Quẩy hết mình 😗😗😗","3","0","2026-01-06T13:47:06.000Z","katinatdalat","https://www.tiktok.com/@katinatdalat/video/7592095915410853128","7560780521590375432","7592244692789543688","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/45af66edfe852685a226b7f7085e25c7~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=458f41dc&x-expires=1768615200&x-signature=P8NJVAV0xpiJQFikT6q1tne4vHc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"🥰🥰🥰","1","0","2026-01-06T11:55:17.000Z","pony49892","https://www.tiktok.com/@katinatdalat/video/7592095915410853128","7398716546245362704","7592215867670217480","https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/4e77b81e055628f051c9318f2bc08535~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=31f1fd88&x-expires=1768615200&x-signature=9X4yyBhvaXoOPcrKL7TJeSQaxb8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Làm tới mấy giờ không quan trọng, một khi đã nhậu là tới 4h sáng 🤣🤣🤣","3","3","2026-01-06T13:49:37.000Z","nhinhi0916","https://www.tiktok.com/@katinatdalat/video/7592095915410853128","6810650615564436482","7592245338208928519","https://p16-common-sign.tiktokcdn-us.com/tos-useast2a-avt-0068-aiso/34917a8dc404d7c8d415536c632e039d~tplv-tiktokx-cropcenter:100:100.jpg?dr=9640&refresh_token=08fbb65e&x-expires=1768615200&x-signature=1Xgq0uDAyGE6DRdYV4kdvcyh4RQ%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=useast8"
"Even better ngl","7624","43","2023-08-07T00:02:18.000Z","totallynotsilly","https://www.tiktok.com/@katiana.kay/video/7264361944876862726","6697602329048663046","7264363860995244843","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7353108435761627182~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=b52f2537&x-expires=1768615200&x-signature=EGOe%2FsmPT%2BsiHZuUOvqcBqYsA2U%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1"
"omg you helped me !😂","3","0","2024-06-25T14:26:21.000Z","lana051r","https://www.tiktok.com/@katiana.kay/video/7264361944876862726","7299171139845538848","7384447054745191200","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/bb7c3dab310e2d62d8d7ae8fa2652aab~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=dc1692c4&x-expires=1768615200&x-signature=DKiO%2FBNaX3W1F3qVebb5AfJyqms%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1"
"The dogs 😭","3492","27","2023-08-07T01:32:47.000Z","exitbyfive","https://www.tiktok.com/@katiana.kay/video/7264361944876862726","7191627188155155498","7264387173865620270","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/488d85f305f29d5e47a187a3bc756289~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fb50350c&x-expires=1768615200&x-signature=uTSaIpNVmsAMINTm601dwFOVgY8%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1"
"Why is there phones on youre boots?😭","3953","18","2023-08-07T01:30:48.000Z","_.nini_on_top._","https://www.tiktok.com/@katiana.kay/video/7264361944876862726","7073224625732256814","7264386676788871978","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/35a5795e7f1568e4fff5c0087da8b7e0~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=53a0b7da&x-expires=1768615200&x-signature=lDpARtA4rVQNWjpy3AMdTOpJAjg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1"
"not the duolingo dress","342","41","2023-08-11T09:16:48.000Z","flambyman_","https://www.tiktok.com/@katiana.kay/video/7264361944876862726","6760798553003967493","7265990994138759969","https://p16-pu-sign-no.tiktokcdn-eu.com/tos-no1a-avt-0068c001-no/9a79688b13a1a215f7306b4214041961~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=fb1d4421&x-expires=1768615200&x-signature=L08C5sN9b5%2BtaHxqpzey4sefgJM%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1"
"I searched dress to impress face guy😭","390","6","2024-11-23T15:58:55.000Z","lluviforlife","https://www.tiktok.com/@katiana.kay/video/7264361944876862726","7368264508519826478","7440504795884684062","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1f7212aeef2533c9a27633f1fb450c56~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=35525345&x-expires=1768615200&x-signature=tlT%2FhcLMx5vHZhGS1nRJGG8FHe4%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1"
"Balenciaga zip up is fire","2085","11","2023-08-07T01:11:04.000Z","mars.2x","https://www.tiktok.com/@katiana.kay/video/7264361944876862726","7190978180244358186","7264381621091042090","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1303a719e22e89fa57ad1b5c23444b76~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=21475115&x-expires=1768615200&x-signature=wNYeU6P%2FrQ5U5JYGXIwSdBTqWYc%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1"
"Just put on the forbidden giggly pants","4","0","2023-08-07T02:48:03.000Z","overwrid","https://www.tiktok.com/@katiana.kay/video/7264361944876862726","6915799177411396613","7264406581986427690","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/25e0fbbc58a79e270e9c909b0a95b493~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=681619fe&x-expires=1768615200&x-signature=exVLi9vM8bFnXDEWG77J7GfG8xo%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1"
"Why is there a phone on them boots😭","1362","8","2023-08-07T00:11:52.000Z","sxnypez","https://www.tiktok.com/@katiana.kay/video/7264361944876862726","6822391813111727109","7264366228666843935","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/0e4ca4eadf8aac06cf304f36fe34b3c3~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=844f6df5&x-expires=1768615200&x-signature=JgKTgZJuD29tyx6%2BbX8EdBSaZok%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1"
"cuz i glued them on there 😁","426",,"2023-08-07T00:16:09.000Z","katiana.kay","https://www.tiktok.com/@katiana.kay/video/7264361944876862726","6728004630200484870","7264367452501672709","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/b0b1f81ec393fa11eaeca03d8de6b06d~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=be53a44b&x-expires=1768615200&x-signature=qZ7R75FzUUXkD3GqIfCCJPjsG6Q%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1"
"is that a Nokia phone? 😂","236","1","2023-08-20T19:20:26.000Z","user6821884642018","https://www.tiktok.com/@katiana.kay/video/7264361944876862726","6940057001552937989","7269486449824187182","https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/bf78c2b88691197206e54ace5639a960~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=c4f9da1c&x-expires=1768615200&x-signature=dhopOnMIeSOBIjoyUChPPK9VCSg%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1"
"My name😦😦😦😦","186","4","2023-08-07T08:08:35.000Z","blundanreeva7081","https://www.tiktok.com/@katiana.kay/video/7264361944876862726","7254990821526127621","7264489194688381698","https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3122ab26f9e367a21fe4845d078adbf9~tplv-tiktokx-cropcenter:100:100.jpg?dr=14579&refresh_token=0fb71e39&x-expires=1768615200&x-signature=oJOSfuZ%2B59IamdD2zH3y57whE1g%3D&t=4d5b0474&ps=13740610&shp=30310797&shcp=ff37627b&idc=sg1"
