"authorMeta.avatar","authorMeta.name","text","diggCount","shareCount","playCount","commentCount","collectCount","videoMeta.duration","musicMeta.musicName","musicMeta.musicAuthor","musicMeta.musicOriginal","createTimeISO","webVideoUrl"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3b22cfd4ff3b8fb50372dd9ad2b3a96f~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=5cfdcefa&x-expires=1768705200&x-signature=eW0JUMpYHnEZOU%2BeCvfu0Hob2Wc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=sg1","huutrong.tran95","Nhà Cá tặng móc khoá bông matcha cực iu cho tín đồ mãi mãi mụt tình iu với “matcha” kìa 😍 cục bông siêu mịn treo túi siêu cưng, chiến này Popmart phải gọi Starbucks bằng điện thọi =)) 
#starbucks #starbucksvietnam #charmbag #matcha #starbucksmatcha @Starbucks @Starbucks Vietnam ","361","259","33700","31","57","45","Just having fun","Dani.","false","2026-01-14T02:06:34.000Z","https://www.tiktok.com/@huutrong.tran95/video/7595032803507490068"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/bff2dc34d9d33daa11e2a23e22f9f022~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=15b4d4eb&x-expires=1768705200&x-signature=Ck4eCrRINeNWRfEOohgnxYSLYuw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=sg1","kenh14official","Sáng nay, mạng xã hội rần rần trước thông tin hàng loạt đồ uống Starbucks bất ngờ hiển thị giá 0 đồng trên ứng dụng giao hàng #starbucks #tiktoknews #amm 

Theo Phụ Nữ Số","139900","37500","4200000","490","4940","56","Cuộc Đời Đẹp Tươi (Instrumental)","Vũ Nam Minh & MCV Music","false","2026-01-06T09:00:00.000Z","https://www.tiktok.com/@kenh14official/video/7592154388009995541"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/1ac1881c8013267d4ac638046fcc36e8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=b98ba3eb&x-expires=1768705200&x-signature=8qksVRqfcTzmz%2FMddrvHsAKpuOU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=sg1","conluoireview","Ui nó ngon quá đi lớp kem mịn thơm ngọt ngọt, ko quá béoo, mê qạaaa 🥰✨

#dicungluoi#starbucks#saigoncafe#caphengon#cafengon  ","2347","1317","122000","47","1098","11","OVERDRIVE","TWS","false","2026-01-04T13:28:50.000Z","https://www.tiktok.com/@conluoireview/video/7591497829181410578"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/aa28a5fb6b719b619f0d763ff031e17e~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=bcff75ce&x-expires=1768705200&x-signature=JFEJ46mmRgRIECdexE0SWP3oeI8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=sg1","minimeow154","Ra Starbucks lấy Matcha Charm lẹ các mom, còn chưa biết nữa tui chỉ cách nè #meomaylanh #matcha #viral #trending #worklife ","3092","1758","97200","102","228","31","nhạc nền - 𝗡𝗧𝗣 𝗩𝗜𝗡𝗔𝗛𝗢𝗨𝗦𝗘","𝗡𝗧𝗣 𝗩𝗜𝗡𝗔𝗛𝗢𝗨𝗦𝗘","true","2026-01-14T03:00:41.000Z","https://www.tiktok.com/@minimeow154/video/7595046779175849236"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/072d668996b77855079b0692df9d1682~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=3b40b0e6&x-expires=1768705200&x-signature=%2BFml%2BJwVMXmDQuvhhKF2gb7cBfQ%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=sg1","minh.anhh.day","120 cá szL, dòng màu cafe không thể nào bỏ qua được. #starbucks #coffeetiktok #viennacreamylatte #congthucstarbuck ","183","21","6584","6","33","38","nhạc nền - Tên Là Minh Anh","Tên Là Minh Anh","true","2026-01-15T07:29:53.000Z","https://www.tiktok.com/@minh.anhh.day/video/7595487265665682696"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/3c0e03457d2a70bb76b2c253ecc3c78c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=b72814e4&x-expires=1768705200&x-signature=Mq5jkzHGwLa%2F%2B1diZhbRHeOBHd4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=sg1","myneee0412","Săn thành công em charm Matcha nhà bà Cá 🥹 trộm vía ạaaa #starbucks #matcha #iloveyousomatcha ","38","15","1504","6","9","19","linga guli guli","Zachz Winner","false","2026-01-15T02:22:49.000Z","https://www.tiktok.com/@myneee0412/video/7595408080582626581"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/6265f6900559901cc658ef11d392c37d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=143f6fe8&x-expires=1768705200&x-signature=w9I7ezhV2hjWvRe7v6iAA7U9hK0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=sg1","xeuvlog94","Starbucks sáng nay. 
06-01
#starbucks ","116","11","4635","26","6","14","nhạc nền - Xế Ú Vlog","Xế Ú Vlog","true","2026-01-06T04:46:41.000Z","https://www.tiktok.com/@xeuvlog94/video/7592105368633838869"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/34b40d78ccf71f5b0fc6f4828b84c7ad~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=ccc7c3bc&x-expires=1768705200&x-signature=9uz0fPgv7YJ02032CXbC5sPSdaE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=sg1","stronger_1983h","Nếu bản thân đã quá mệt mỏi, chúng ta hãy đi gặp những ng bạn 🤣🤣

#starbucks 
#thailand🇹🇭 
#bangkok 
#myfriends ","8","0","41","0","1","15","nhạc nền - Dr Lê Văn","Dr Lê Văn","true","2026-01-16T02:02:47.000Z","https://www.tiktok.com/@stronger_1983h/video/7595774052279586055"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/b83018780d7cee61cc224c3094973329~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=3a2f5b9b&x-expires=1768705200&x-signature=UJYXx0TS381sUe5hVMlMdZeTOhY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=sg1","haheone","Ly Starbucks con ngựa màu hồng chính xác là dành cho tuiiii, tuổi Ngọ mua liềnnnnn #CapCut #starbucks #2026 #tuoingo #starbuckscup ","11","2","531","1","1","37","nhạc nền - ✿Hà thích ở nhà ✿","✿Hà thích ở nhà ✿","true","2026-01-14T14:47:08.000Z","https://www.tiktok.com/@haheone/video/7595228865207799058"
"https://p9-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/619e49e16ef9f8f5a593b2bb830a28d2~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=3d417c00&x-expires=1768705200&x-signature=SeAwQwB0MaYvkpaJfdM2MpjDMtE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=sg1","ngochuyenne_","Bày đặt thử chi để giờ mê luôn #ngochuyenlacquan #starbucks #xuhuong #dayinmylife #officelife ","1884","332","79100","48","309","13","nhạc nền - K-POP WORLD","K-POP WORLD","true","2026-01-07T08:47:58.000Z","https://www.tiktok.com/@ngochuyenne_/video/7592538683446873364"
"https://p19-common-sign-useastred.tiktokcdn-eu.com/tos-useast2a-avt-0068-giso/dc47596e98962491f59eba188e2a250c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=fa76600c&x-expires=1768705200&x-signature=Dzr%2FumhB7ReGroGPuRrecCvWwBo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=sg1","lydomgiacaoo","Siêu phẩm cháy hàng rồi nha mấy bà!!!
Chúc mừng mấy bà nào đã chốt sớm! #starbucks #starbucksvietnam #tet2026 #trending ","927","670","116000","318","133","22","nhạc nền - Ly Dỏm Gia Cao","Ly Dỏm Gia Cao","true","2026-01-05T16:12:27.000Z","https://www.tiktok.com/@lydomgiacaoo/video/7591911048316357908"
"https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/30060638b19eaa62c0c28bf503a12f5d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=52936e28&x-expires=1768705200&x-signature=APdcuxLeencyr1So7JGznJ2yvek%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=sg1","starbucks_es","David, nuestro representante en la Barista Championship, ha dejado el listón del Latte Art bien alto. 🏆👏​

☝️ ¡Esta ha sido su experiencia en la gran final en Londres!​ #Barista #baristadaily ","5710","189","1200000","52","742","59","sonido original","Starbucks España","true","2025-12-10T16:16:39.000Z","https://www.tiktok.com/@starbucks_es/video/7582263939602468118"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/986b4c7e815f9beb8b72b4296903a839~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=9c705042&x-expires=1768705200&x-signature=0s7nGM1pYmZKOq91e4lExcCXRNA%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=sg1","nateeatss","TRYING THE ALL NEW CANNONBALL DRINK @Starbucks 💥💦 @Beast Games @MrBeast #cannonball #starbucks #beastgames ","1720","499","38600","15","210","12","original sound","nateeats","true","2026-01-14T15:01:24.000Z","https://www.tiktok.com/@nateeatss/video/7595232504693394702"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/e9d4c2093cd3f1d86aa225966a0ae423~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=896ad815&x-expires=1768705200&x-signature=KwkDxfPm9e0QcjXg1ZzYLp%2BvCjM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=sg1","nghiachoitoy","Săn Chamr Matcha Của Nhà Starbuck Chưa Mấy Ní Ơi #starbucks #matchalatte #charm #tiktok #xuhuong ","26","18","2042","5","2","28","matcha latte","Danny Headson","false","2026-01-14T00:37:40.000Z","https://www.tiktok.com/@nghiachoitoy/video/7595009937982409991"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/2f3f08ae9ae04f0d747ae6cab7950db7~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=ada72aab&x-expires=1768705200&x-signature=ClZd6EGDTf9Spyp%2FtT%2FM1N3%2BYLs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=sg1","eena.np","#CapCut Mạnh tay một ngày cùng Starbucks Văn Lang ☝🏻#vlu #vanlanguniversity #starbucks ","353","41","8332","15","8","60","nhạc nền - Nam Phương","Nam Phương","true","2026-01-12T08:03:24.000Z","https://www.tiktok.com/@eena.np/video/7594382598735006996"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/6f03215868862cd693f6552cfac5c69b~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=527f2643&x-expires=1768705200&x-signature=SuNEZMBmvX9Ky0yIJ7oRE5miRD8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=sg1","alannaxo","@Starbucks @Markie_devo #starbucks #starbucksmerch #starbuckscup #starbucksbearista #yearofthehorse ","305","243","25900","17","96","11","original sound","alanna","true","2026-01-05T17:06:16.000Z","https://www.tiktok.com/@alannaxo/video/7591924754827840823"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/d93323aa5264d5693a97506e0adaeffc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=1f877a04&x-expires=1768705200&x-signature=XadP1Das7uNHQQYJI34%2BbdxKl%2Bw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=sg1","goonfuels","What if you ask for triple cream 🤔😏#starbucks #cream #fyp #relatable #viral ","61","5","11500","15","14","9","original sound","Goon Fuel","true","2026-01-09T00:45:12.000Z","https://www.tiktok.com/@goonfuels/video/7593156438126578975"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/fe7cbe3279473dfd35964b496d67e549~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=b0145489&x-expires=1768705200&x-signature=IGI3GqQntGfR4MAcMdO%2FTmsyV8Y%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=sg1","nguyenhoangyen216","Đã ai unboxing móc khoá Matcha mới của Starbucks chưa ạ 🤭🤭 xinh cựcc #Starbucks #moakhoa #Matcha #matchalatte #LuckyCatCollection ","18","2","1009","1","6","30","Ai Ngoài Anh","VSTRA & Tyronee","false","2026-01-14T08:22:54.000Z","https://www.tiktok.com/@nguyenhoangyen216/video/7595129839133199624"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/aa28a5fb6b719b619f0d763ff031e17e~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=bcff75ce&x-expires=1768705200&x-signature=JFEJ46mmRgRIECdexE0SWP3oeI8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=sg1","minimeow154","Khoá ở lại nhé, matcha đi đây. Mới nửa ngày tuổi mà cỡ này, các mom lưu tâm nha #meomaylanh #viral #trending #matcha #starbucks ","870","713","44900","23","22","17","nhạc nền - Lúm ăn cơm chưa?","Lúm ăn cơm chưa?","true","2026-01-14T13:03:33.000Z","https://www.tiktok.com/@minimeow154/video/7595202142189800725"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/29916d6cb4e7960b010b8debe950ee77~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=513541ce&x-expires=1768705200&x-signature=k9yAHePWpf2vX6O8PKMweeBCtEs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=sg1","fitnesswithsaz","I got the viral @Starbucks UK bear cup!!  #bearcup #starbucksbear #coffee #starbucks ","257","93","11000","21","42","12","Carefree Days","Peaceful Reveries","false","2026-01-15T10:58:37.000Z","https://www.tiktok.com/@fitnesswithsaz/video/7595541037788040470"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/8af667fd2312de75547c5c73f10c3b94~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=a4576cee&x-expires=1768705200&x-signature=4bqBvLltKndUo3260EwuEr%2BsTn4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=my","starbucks.jamphalamphun","Ice Creamy Pure Matcha Latte 💚 #CapCut #starbucks #starbucklamphun #starbuckjamphashoppingmalllamphun #สตาร์บัคส์ลําพูน ","71","9","4006","2","14","15","TICTAC x FOOT FUNGUS x DOUGIE x BATMAN","Vmesh","true","2026-01-13T04:04:39.000Z","https://www.tiktok.com/@starbucks.jamphalamphun/video/7594692206049381640"
"https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/8f3a5d37eef468894f932b0cff6919e9~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=1f0f1f8d&x-expires=1768705200&x-signature=HVJTKljtPYb%2FUO61HxWEiF2DrZc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva","alma_lluvv","This new drink is my new favorite! @Starbucks #starbucks #drinks #refresher ","32","2","393","7","6","7","Look how pink so prettyyy","dream girl autumn","true","2026-01-16T01:35:45.000Z","https://www.tiktok.com/@alma_lluvv/video/7595767068377582879"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/abdce16491d42b63874aa8be9eff20d4~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=666a1d7b&x-expires=1768705200&x-signature=rcdOft%2FTTI6%2BXppznij%2B8I%2BT1So%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva","thuctethi","Đẹp thiệt nha trời #thuctethi #starbucks #luckycat ","132","78","7858","56","19","56","nhạc nền - Thực tế thì","Thực tế thì","true","2026-01-14T06:41:57.000Z","https://www.tiktok.com/@thuctethi/video/7595103828005965074"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/9e4e3ef2328ab3ba8b67bc0ceac28c3c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=f3b495cb&x-expires=1768705200&x-signature=3Na3CPuzbfNmgmR57bCEkrN0cH8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva","ptl_1702","Ly Starbucks mèo đẹp quáaaaaa
Mà khó săn chút , mở bán onl có ngày
#starbucks #xuhuong#tiktokviral ","2","0","151","0","0","13","nhạc nền - Sữa nè 🍼","Sữa nè 🍼","true","2026-01-15T14:02:49.000Z","https://www.tiktok.com/@ptl_1702/video/7595588522958998792"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/4e2a744a29a9fd087d73cd439cba803e~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=1908e79c&x-expires=1768705200&x-signature=5M1ONNHCsYR%2BrNKJoVmEdxtuEBs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva","trabuoikhongduong","đúng luông #xuhuong #xuhuongtiktok #starbucksbarista #starbucks ","27","1","644","1","1","21","nhạc nền - trà bưởi không đường","trà bưởi không đường","true","2026-01-15T14:25:07.000Z","https://www.tiktok.com/@trabuoikhongduong/video/7595594271495916808"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/7336679359069028373~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=4f9cafe8&x-expires=1768705200&x-signature=WVCo46Iw6QT6JLBIGRG%2BSVXNP08%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva","foodinvietnam","Ai săn được charm matcha Starbucks chưa ạaaa, xinh lémmmm #foodinvietnam #vtcmedia #starbucks #matcha ","70","11","2463","1","4","118","nhạc nền - Food in Vietnam","Food in Vietnam","true","2026-01-14T13:31:23.000Z","https://www.tiktok.com/@foodinvietnam/video/7595209327552711957"
"https://p77-sign-va.tiktokcdn.com/tos-maliva-avt-0068/1346453d0c2869050cc2d4c0683993fc~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=4769d976&x-expires=1768705200&x-signature=muTw4XhM1oNKCtBhhRupRJmVjI4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva","annaa.aestheticz","#starbucks #unicornfrappuccino #2016 #2026 #trend ","1168","71","14000","3","177","15","Let me love you","𐙚","true","2026-01-07T17:31:19.000Z","https://www.tiktok.com/@annaa.aestheticz/video/7592673565514763542"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/c6819f7853e99d0d9580e49d38f52229~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=2690ab7d&x-expires=1768705200&x-signature=5PKKG76uStZdOeT9F2IsvO%2FNBac%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=maliva","mebuntrainghiem89","1 toạ độ mới đến từ Starbucks #cafehaiphong #starbucks #haiphong #xuhuong #viral ","31","26","2252","5","7","45","nhạc nền - Mee Hướng Nội","Mee Hướng Nội","true","2026-01-06T09:33:01.000Z","https://www.tiktok.com/@mebuntrainghiem89/video/7592179227068271880"
"https://p16-sign-sg.tiktokcdn.com/tos-alisg-avt-0068/51b7a97592859cbe71bbc46384313599~tplv-tiktokx-cropcenter:720:720.jpeg?dr=14579&refresh_token=c025fdba&x-expires=1768705200&x-signature=lV3INTVnh6ozVvR0OOH7lWlxgXw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=sg1","saychinhoii","Công thức Starbucks ngon nè mấy mom iu ơi #starbucks #hazelnutpraline #saychinhoii #fyp ","31400","9572","618000","208","11379","48","lịt pẹ music x bổ mít music","Glamour_beauty.studios","true","2025-12-02T03:22:45.000Z","https://www.tiktok.com/@saychinhoii/video/7579095827042356498"
