"authorMeta.avatar","authorMeta.name","text","diggCount","shareCount","playCount","commentCount","collectCount","videoMeta.duration","musicMeta.musicName","musicMeta.musicAuthor","musicMeta.musicOriginal","createTimeISO","webVideoUrl"
"https://p19-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/b4f28785d6cdb59242e65303fe7ec6d3~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=3d3b0ecb&x-expires=1768644000&x-signature=mQr1h%2B2hACDDk39i2MkWMizhBFo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","tiny6k","js wanted to do that ion do ts tho 😭","88800","1321","388900","230","4692","6","original sound","Jennifer♉️","true","2025-08-19T18:19:08.000Z","https://www.tiktok.com/@tiny6k/video/7540362860011015455"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/c986667d36ef44c9e48eb4de109c7c3a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=35249e88&x-expires=1768644000&x-signature=bR%2F2CToeD%2Bcw%2B8zpNCP%2F775e5MI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","stellasoloadventures","This is what DREAMS are made of 🏔️ 

Up in the Scottish highlands dipping in waterfalls and having a brew after ☕️ 

My kind of sunrise dip 💧 

What an adventure this has turned out to be, the wonderful @Lost With Loz | 🥾🏕️ showing me all the best bits that Scotland has to offer 🏴󠁧󠁢󠁳󠁣󠁴󠁿 

#scotland #solotravel #waterfallhike #scotlandtravel #hikingadventures ","20000","510","306600","0","1663","35","Evergreen","Richy Mitch & the Coal Miners","false","2025-11-04T19:58:50.000Z","https://www.tiktok.com/@stellasoloadventures/video/7568962134164442390"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/1d218af78e0497268c92c6b48976fa4a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=7df5f0c0&x-expires=1768644000&x-signature=g5teYC6vnrK80Y3qI9k1eIAeb3o%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","timendiegofarm","Meet Benji 🐮✨ — our handsome brown mini Highland with a gentle heart and fluffy charm. His rich, chocolate coat and iconic long fringe make him an absolute showstopper 😍. Benji is friendly, easy to handle, and perfect for a hobby farm or as a lovable pasture companion. Miniature in size but big in personality, he’s ready to bring joy to his new home. 🌾❤️

#MiniHighland #HighlandCow #MiniCowForSale #FarmLife #BenjiTheHighland #FluffyCow
#fyp #viral #cow #highland #pets #grasspuppy #Livestock #FarmLife #FarmAnimals #RanchLife #CountryLiving #Farming #FarmFresh #AnimalLovers #Cattle #Sheep #Goats #Poultry #LivestockForSale #BarnLife #Agriculture #Homestead #FarmersLife #PastureRaised #Rancher #CountryLife #CowsForSale #DairyCowsForSale #BeefCowsForSale #FarmCows #RanchCows #LivestockForSale #CattleForSale #DairyCattle #BeefCattle #FarmAnimalsForSale #CowSale #RanchLife #CattleFarming #PastureRaised #FarmFreshCows #HomesteadLife #BuyCows #SellCows #CattleRanch #RuralLiving ","3674","2180","152800","71","414","5","Purebred Goodboy","☧﹏𓂁﹏†","true","2025-08-12T21:54:08.000Z","https://www.tiktok.com/@timendiegofarm/video/7537820653815205175"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/24c8bc0782212d200259a61d819c546a~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=21cbafd2&x-expires=1768644000&x-signature=7gIUntXYSHp9FUYpT9I%2BZoWezIg%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","nsgtyl","#highland #utah #fyp #foryoupage do these thing happen at anyone else's school?","500","11","23900","31","79","11","original sound","REAPERKlNG","true","2022-04-08T17:46:03.000Z","https://www.tiktok.com/@nsgtyl/video/7084290690699529515"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/ceb7caf76a6fb6494b750e93c06bb046~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=227edc88&x-expires=1768644000&x-signature=zhZ5JbagxtNGVYc85vkW6YgIJS4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","hay.hudson","👁️👅👁️ #cow #minicow #highlandcow #cuteanimals #babyanimals ","32900","4069","143800","59","1510","12","Valse Des Patineurs (Main)","Intermede Music","false","2025-12-27T03:08:30.000Z","https://www.tiktok.com/@hay.hudson/video/7588369190088641805"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/8ba103f7ddd3d9ed61e9545b7f39160e~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=783a4c28&x-expires=1768644000&x-signature=oBita5ic1Or7D38hxh5jGB3%2FS7s%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","earthygirldav","Scottish Highland Cows in East Texas need a new pasture ❤️
#highlandcow #easttx #livestock #farm #horse ","1486","1013","43800","267","110","87","Dreams (2004 Remaster)","Fleetwood Mac","false","2025-12-06T16:04:51.000Z","https://www.tiktok.com/@earthygirldav/video/7580776428363451662"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/99e26da7f5d3463024a48726610a7ced~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=1b93f8f7&x-expires=1768644000&x-signature=gTGcxJKoBt6L4VastmkoSLeQEeE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","jrdeals","What’s he saying? #Highland","32","5","1205","4","2","23","original sound","Junior Sin Verguenzas 🤣🤣🤣","true","2025-12-23T17:28:15.000Z","https://www.tiktok.com/@jrdeals/video/7587106474573237517"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/55e97d95d392d4a504d1f847fce564f0~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=b77d3873&x-expires=1768644000&x-signature=N2gcA4QXcrEKLkJtI%2Fr%2BOupCyzE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","ku_13js","Found a cute little calf! 😊#cute #baby #highlandcow #minicow #highlandcattle ","18400","2423","460800","579","1646","10","原聲 - ku_13js","ku_13js","true","2025-12-30T14:36:03.000Z","https://www.tiktok.com/@ku_13js/video/7589659555299151135"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/e3054dd9aa8238d69b45ee5c9a34a9ac~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=48d655d2&x-expires=1768644000&x-signature=oxvKEuZzRj4C8xGNJ2lKHdwZ00U%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","candy.cream4","#highland ","39","0","663","2","0","61","original sound","songs.singer.01","true","2026-01-01T01:04:10.000Z","https://www.tiktok.com/@candy.cream4/video/7590192634358926605"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/7321466699539546117~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=5fcab070&x-expires=1768644000&x-signature=4gIc9ERpfb3sFAVI0Y1SVFZVGF0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","ferminator93","Being lonely and cold is only an excuse! Holler at us let’s get you warm and cuddled with one of our expert cuddlers 🐮 
📍 @ElRanchoLas4Riatas 
(I was sitting in there food trough with them 😂)
Dm me or any on the pages tagged! @Josie Gutierrez 

#elrancholas4riatas#dfw#Minihghland#highlandcows#cuddleseason","3283","928","24700","221","540","25","Green Onions","Booker T. & The MG's","false","2026-01-10T22:36:36.000Z","https://www.tiktok.com/@ferminator93/video/7593865418683469069"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7351162647737270318~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=3cb4cebd&x-expires=1768644000&x-signature=9j3oGyJ%2BDrZAVG81inZbidlDS7o%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","fredandersontoyota","2025 Toyota Grand Highlander Limited Interior Tour - it’s incredible! 
.
.
#toyotahighlander #highlander #highlanders #highlanderhybrid #grandhighlander                         ","1680","237","57900","31","211","87","original sound","Fred Anderson Toyota","true","2025-08-22T12:44:43.000Z","https://www.tiktok.com/@fredandersontoyota/video/7541389930866478366"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/b520992581065209d6a838468e16ccf0~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=288b8c00&x-expires=1768644000&x-signature=bB3lxF4IVJri6LYh3nlW3rB8qNE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","highland_crystal","Nature’s art: Stunning fluorite in 4K! 🎥#highland#crystal#fluorite","550","5","53200","27","33","47","原聲 - HighlandCrystal","HighlandCrystal","true","2025-08-30T14:00:00.000Z","https://www.tiktok.com/@highland_crystal/video/7543962515147853111"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/d24d8475fed0978ef14197d177e0eae8~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=a31d650b&x-expires=1768644000&x-signature=mZBcIl7FbcXVtklENEqbuTuFQeU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","yourautobrokerla","#toyota #foryoupagе #highlander #tendencia #viralestiktok ","941","184","38400","63","205","325","original sound","LA AUTO BROKER","true","2026-01-08T11:11:10.000Z","https://www.tiktok.com/@yourautobrokerla/video/7592946635924114743"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/b483e27cbdafcda4ee11d3eba7041ad4~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=a871c903&x-expires=1768644000&x-signature=3NOBtAK724X8r0U3sGLt0rJNFrM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","happymeadowsfarm","Highlands come in 7 colors (red, black, brindle, dun, yellow, silver or white.) Who knows or wants to guess what color Shimmer is? #highlands #highlandcattle #scottishfold #minihighlandcow #cowlover #fluffycow #cutecows #cuteanimals ","51","1","510","1","0","11","suara asli - mm_desain","mm_desain","true","2026-01-15T04:16:18.000Z","https://www.tiktok.com/@happymeadowsfarm/video/7595437278785211661"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/95498d9f33492fefc927acca7fff55e6~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f6017054&x-expires=1768644000&x-signature=z%2Bg%2FZM%2ForrTixv4HQWmzIV6JGLM%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","blendheadspa","Watch as I order lucky scoops to see if they are scamming people. This is my 2nd scoop from Highland Crystal, they have yet again not included any of my small free forms. #Highlandcrystal","476","6","77100","110","33","24","FEEL THE GROOVE","Queens Road, Fabian Graetz","false","2022-09-01T19:40:38.000Z","https://www.tiktok.com/@blendheadspa/video/7138498644260506926"
"https://p16-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/15696f7647beef4de210b7e7a59e8959~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=15c4f368&x-expires=1768644000&x-signature=cbwMp6uWxVCP%2BKe4s2eHFa%2BzNyE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","jemimabelle","The Scottish Highlands through a memory 

#folkhorror #scotland #scottishhighlands #outlander #darkfantasy ","286800","9186","1500000","988","46140","24","detuned bass","channing.watson","true","2025-12-21T02:36:53.000Z","https://www.tiktok.com/@jemimabelle/video/7586134611760106772"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/4f1b2363591009beee6487f7e7e7b0ac~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=42dd5f70&x-expires=1768644000&x-signature=6dIOPs0RrtgTP1KCW9uUxkXj%2FF4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","___mervey","I will never be the same again #scotland #scottishhighland #glencoe #darkfantasy #darknaturalism ","9112","335","92900","57","1387","15","Lost in the Mist","Pulsar","false","2025-11-06T17:34:48.000Z","https://www.tiktok.com/@___mervey/video/7569667191415590166"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/e20e4b41e5604cd8e7fcb99e647a0024~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=14971765&x-expires=1768644000&x-signature=hrHyCXwZAIv1lNMb9t3zlvVl91Y%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","mmzr.010","POV: Highland Cowsss.🐮🤠💗 #hobbylobby #fyp #para #explorepage✨ #highlandcows ","320","134","5373","8","36","40","Choosin' Texas","Ella Langley","false","2026-01-13T23:05:19.000Z","https://www.tiktok.com/@mmzr.010/video/7594986070140488990"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/6dbfe224ec06751ff928c2a7151c1462~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=caef5411&x-expires=1768644000&x-signature=6Hh2%2FCXewifdTeXwESDF4QrR7S8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","twinnstaylitt","LSU HOMECOMING ME & MY CREW TURNT HIGHLAND UP WTF IS A CLUB WHEN YOU GOT HIGHLAND","8840","2213","108600","193","467","10","original sound","twinstaylitt","true","2025-10-12T17:45:59.000Z","https://www.tiktok.com/@twinnstaylitt/video/7560392777691974967"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/508494ee1fd3d5d5416efb4128a115ef~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=edaec5ba&x-expires=1768644000&x-signature=TJhhyFF%2FgJNQRbpmcEdiy4ZX1bI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","houstonhighlandcattleco","Dad and son stand off #highlandcow #highlands ","6286","518","37600","45","255","12","Gangsta's Paradise","Coolio & L.V.","false","2026-01-08T17:41:55.000Z","https://www.tiktok.com/@houstonhighlandcattleco/video/7593047355222494495"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/3a84bcdcd6517d15b43a5df0c874fcde~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=5ce6e85a&x-expires=1768644000&x-signature=7CUESBOfdVF1VX5%2BmmdsBghDHQI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","magnolia_minis","Yeti Man! #cow #highpark #highland #cute #bull","63","1","529","1","1","12","Save My Soul","noahrinker","true","2026-01-14T14:06:48.000Z","https://www.tiktok.com/@magnolia_minis/video/7595218435651407134"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/73a6df435e3fc4598d3ff59bc71f5445~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=480548e6&x-expires=1768644000&x-signature=2LWpZdMKAp90Kc82g1YFduwDF8U%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast8","mudrunmeadow","Woah highland cow, chill out! #Highland #highlandcow #minicow #farmanimals #farmlife ","137","4","804","1","9","22","original sound","MudRunMeadow","true","2026-01-12T21:55:19.000Z","https://www.tiktok.com/@mudrunmeadow/video/7594596916172786999"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/72458d67dd24c056db58379e7a7e231b~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=a33e936d&x-expires=1768644000&x-signature=PmVGhxAGbjAmYeJSbUax%2BmOuK68%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","olatheyle","2013 Toyota Highlander Limited #nigeria #abuja #lagostiktok #Toyota ","92","1","2772","8","4","19","original sound","Olatheyle 🇺🇲","true","2026-01-12T13:13:13.000Z","https://www.tiktok.com/@olatheyle/video/7594462241554992397"
"https://p16-common-sign.tiktokcdn-us.com/tos-maliva-avt-0068/9699d97a864c6e7893b8cc66e32bc21b~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=5c33d5d4&x-expires=1768644000&x-signature=9ZQJmZGv9S7lXAyUzrAKbAx6I2Q%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","vicfilippini","winter in the highlands","390","8","3420","8","11","10","I Wanted to Leave","SYML","false","2025-11-21T18:56:34.000Z","https://www.tiktok.com/@vicfilippini/video/7575254515822136584"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/0f4995dad64779e208bf73d3d8a7e840~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=4a9fcf4c&x-expires=1768644000&x-signature=nz3%2BUChD0EkxA4mOZvdyy%2BlvQok%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","ykkugf","#fire #heatwave #california #hot #humid #heat #mountains #fire #highland #foryou #fyp #paratii #foryouu #foryoupage #paratiiiiiiiiiiiiiiiiiiiiiiiiiiiiiii #viral #relatable #foryouuu #sanbernardino #foryoupage ","49700","3270","297000","255","2165","7","Aquí Ya Se Prendió","Los Inquietos Del Norte","false","2024-09-08T03:20:08.000Z","https://www.tiktok.com/@ykkugf/video/7412106826587655466"
"https://p19-common-sign.tiktokcdn-us.com/tos-alisg-avt-0068/869bde95b5f887d113ae1b9901ed3771~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=0628f300&x-expires=1768644000&x-signature=b6HwDeeyf6dsDeZaV9HKH%2F2Ii6M%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","muaeiya_","View awan karpet 
📍Genting Highland

#awancarpet #gentinghighlands #awankarpetgenting ","290400","55600","4100000","2436","39444","23","Seni Berdamai Dengan Takdir - Chorus","Naim Daniel & Adnin Roslan","false","2025-06-20T16:53:05.000Z","https://www.tiktok.com/@muaeiya_/video/7518075599353662728"
"https://p19-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/7340872908212240427~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=e32e4672&x-expires=1768644000&x-signature=MpRliBWeCxo034KB%2BMw7BUdAqt8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","highlandloungeatx","a very in depth and detailed tour of highland 😇 #fyp #lgbt #highlandlounge #bartok #drinktok #foryou #relatable ","672","28","31500","16","65","30","Roman Holiday Sped Up","Jadyn","true","2025-04-15T01:58:12.000Z","https://www.tiktok.com/@highlandloungeatx/video/7493353241405590826"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/d47aa0c7a4dbd9bc4b257d5a81e11b5d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=3771c70d&x-expires=1768644000&x-signature=1Bqpesr1mltwKhuBqdaZDDqNQbw%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","byaneverydaymom","O M G 💞🐮🐄 #walmart #walmartpartner #walmartfinds #highlandcow #valentinesday ","15800","7596","291800","242","1513","6","original sound - byaneverydaymom",,"false","2025-12-30T22:00:13.000Z","https://www.tiktok.com/@byaneverydaymom/video/7589774142581378318"
"https://p16-common-sign.tiktokcdn-us.com/musically-maliva-obj/1594805258216454~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=e43b14e8&x-expires=1768644000&x-signature=42o5y9WW0H4S2sfypWPtu66DQ8I%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","astreet40","FOR SALE 2 highland cows 1 Highland bull dm @Jami Rickert ","3145","26","15800","5","84","18","original sound - Just Create","Just Create","true","2026-01-14T01:49:20.000Z","https://www.tiktok.com/@astreet40/video/7595028357645946142"
"https://p16-common-sign.tiktokcdn-us.com/tos-useast8-avt-0068-tx2/dd1f004692c135a5e8376dfeb8f1b8d5~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=121f19b4&x-expires=1768644000&x-signature=KM5D8nzkgJKguw9Vtz8oYR4sDcE%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","highlandwa","first interview ! #highlandmiddleschool #hms #highland #middleschool #interview","175","51","8459","27","23","168","original sound","HMS interviews","true","2025-09-24T04:00:38.000Z","https://www.tiktok.com/@highlandwa/video/7553500675791998239"
