,text,diggCount,replyCommentTotal,createTimeISO,uniqueId,videoWebUrl,trust
80,What is that,30,0,2023-12-25T13:36:57.000Z,xloveyou123,https://www.tiktok.com/@burberry/video/7315357166649593120,1
81,What is it,19,0,2023-12-25T14:45:10.000Z,amyactonxx,https://www.tiktok.com/@burberry/video/7315357166649593120,1
82,is that texsas,15,0,2023-12-26T19:25:59.000Z,gothyick,https://www.tiktok.com/@burberry/video/7315357166649593120,0
83,Yo I know that place in gta 5,8,0,2023-12-24T00:43:19.000Z,the_real_hype2,https://www.tiktok.com/@burberry/video/7315357166649593120,1
84,guys it's a wooly croc heel 😫,30,0,2023-12-23T00:51:05.000Z,wolfkingawooo,https://www.tiktok.com/@burberry/video/7315357166649593120,0
85,I thought this was texas.,33,0,2023-12-24T00:36:53.000Z,polar_panda.bear,https://www.tiktok.com/@burberry/video/7315357166649593120,-1
86,Texas,33,0,2023-12-26T15:45:06.000Z,my_gallbladder,https://www.tiktok.com/@burberry/video/7315357166649593120,1
87,Buccee,44,0,2023-12-27T21:03:41.000Z,pixxon3,https://www.tiktok.com/@burberry/video/7315357166649593120,0
88,Is that a backwood,33,0,2023-12-23T07:45:05.000Z,memmoooo_,https://www.tiktok.com/@burberry/video/7315357166649593120,0
89,What are u advertising?,30,0,2023-12-24T19:51:31.000Z,user985124765,https://www.tiktok.com/@burberry/video/7315357166649593120,-1
90,Texas,29,0,2023-12-27T01:59:10.000Z,geo.74,https://www.tiktok.com/@burberry/video/7315357166649593120,1
91,Styled on em in this Burberry trench,30,0,2023-12-26T17:06:13.000Z,jellyfishandstarconches,https://www.tiktok.com/@burberry/video/7315357166649593120,1
92,£2500,29,0,2023-12-25T00:11:26.000Z,sp_mo03,https://www.tiktok.com/@burberry/video/7315357166649593120,-1
93,what is data?,29,0,2023-12-27T01:05:56.000Z,rexxie521,https://www.tiktok.com/@burberry/video/7315357166649593120,-1
94,🥰🥰🥰,0,0,2026-01-15T03:14:17.000Z,megananne975,https://www.tiktok.com/@diegofarm5/video/7578366145003081016,1
95,They still available?,1,0,2026-01-14T16:47:05.000Z,brianalynn855,https://www.tiktok.com/@diegofarm5/video/7578366145003081016,0
96,❤❤❤,0,0,2026-01-14T00:33:45.000Z,bocaditosane_dallastx,https://www.tiktok.com/@diegofarm5/video/7578366145003081016,1
97,Info,1,0,2026-01-13T05:36:55.000Z,edgarortiz7422,https://www.tiktok.com/@diegofarm5/video/7578366145003081016,1
98,I want one,0,1,2026-01-12T22:05:03.000Z,southerngrace1226,https://www.tiktok.com/@diegofarm5/video/7578366145003081016,1
99,😂😂😂,0,0,2026-01-12T06:37:49.000Z,elrex__,https://www.tiktok.com/@diegofarm5/video/7578366145003081016,1
100,😁😁😁,0,0,2026-01-11T23:14:27.000Z,typiical_tiiana,https://www.tiktok.com/@diegofarm5/video/7578366145003081016,1
101,omggggggg I want them 😁,1,0,2026-01-11T01:18:42.000Z,kree_et_ter,https://www.tiktok.com/@diegofarm5/video/7578366145003081016,1
102,@Suzie poo! (Stranger things),1,0,2026-01-10T19:55:04.000Z,m_elv_28,https://www.tiktok.com/@diegofarm5/video/7578366145003081016,1
103,Is this the price of so I want one,5,2,2025-12-06T17:56:00.000Z,danni.g.30,https://www.tiktok.com/@diegofarm5/video/7578366145003081016,1
104,🥰🥰🥰,1,0,2026-01-10T17:27:41.000Z,klaus1111,https://www.tiktok.com/@diegofarm5/video/7578366145003081016,1
105,OMG Adorable!!,1,0,2026-01-10T15:10:12.000Z,bgy2024,https://www.tiktok.com/@diegofarm5/video/7578366145003081016,1
106,😁,1,0,2026-01-10T13:54:02.000Z,annmeweeta18,https://www.tiktok.com/@diegofarm5/video/7578366145003081016,1
107,BAHAHAHA I GO THERE,4,2,2025-10-02T18:29:54.000Z,reesee165,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,1
108,"Wait.. you look fimular, did you ever house a runaway girl like a year ago with Brazzy ??😭 Cuz I’m that girl",2,3,2025-10-02T03:08:43.000Z,shayy03._,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,1
109,which one the one i,0,1,2025-11-17T22:46:54.000Z,art201707,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,1
110,gulp (bhs🫩),3,4,2025-10-03T21:32:18.000Z,yuri.vodkq,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,0
111,"Im gonna get sent there if I can’t get my grade up (I go to Mount fort, got an exception)",2,6,2025-10-03T20:17:05.000Z,camel58367,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,-1
112,In highland Indiana?,1,1,2025-12-11T07:25:17.000Z,4jahiemm,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,-1
113,My friends went there and my dad made me go to north cause it was so bad😭,3,1,2025-10-03T15:01:39.000Z,trinipasta,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,-1
114,In jaksenvill,1,2,2025-11-21T22:00:19.000Z,brybry12354,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,1
115,I go to Mount Ogden !,4,1,2025-10-03T18:29:17.000Z,unknown.kari2,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,1
116,my sister goes there lmao how bad is it?,1,2,2025-10-03T14:01:34.000Z,jaidynfrm801,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,-1
117,In anderson???,1,0,2026-01-15T06:39:28.000Z,chickenboomboom_12,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,-1
118,BC?,0,0,2025-12-14T03:13:40.000Z,sillylilspam3,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,-1
119,woah this is too local,32,0,2025-10-03T05:19:41.000Z,beastmodejullia,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,-1
120,I love it there your crazy,0,0,2025-11-03T23:57:57.000Z,aubs5985,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,1
121,Springdale 💔,2,0,2025-11-10T00:04:11.000Z,qhostssz_,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,1
122,Hey at least it’s one of the smartest high school in Gaston county 😔,0,0,2025-10-27T01:27:03.000Z,peaaccee436,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,1
123,in..PA?,2,1,2025-11-02T19:46:27.000Z,secret..shh.0714,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,-1
124,I genuinely hate the fuckass school. Trust if I ever see those fuck ass assistant principles and counselors it’s on sight,8,0,2025-10-04T01:37:49.000Z,countsuckla420,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,-1
125,this is so local,12,0,2025-10-03T11:36:31.000Z,no_man_js_no,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,1
126,like the middle school,6,1,2025-10-01T22:20:00.000Z,libberty.mutual,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,1
127,Too damn local,8,0,2025-10-03T12:22:31.000Z,xoxo..amberlee,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,-1
128,If it’s the one in bako then yeah I agree. I moved schools for the last semester of last school year and I hated it. I’m doing online for senior year now 😍,2,0,2025-10-16T13:24:19.000Z,luna.siri2.0,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,-1
129,omg so many kids from my school used to go there they've said it was horrible lol,3,0,2025-11-05T01:09:30.000Z,destiny.barker4,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,-1
130,illinois?,0,0,2025-11-29T08:02:01.000Z,whitney8174,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,-1
131,im in it rn🥀🥀✌️✌,1,0,2025-10-10T02:55:08.000Z,leahrodriguezzz,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,1
132,"i remember there being a week out of every month dedicated to fights , going bodies behind the bleachers was sooo fun to 😭 but leaving school to go toke was sooo fun",2,0,2025-10-04T13:49:13.000Z,user.k1424,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,1
133,fricken hate highland,2,0,2025-10-03T19:07:57.000Z,batmanyaya,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,-1
134,WAY TOO CLOSE TOO HOME 😭,2,0,2025-10-03T14:22:46.000Z,ripple_melon,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,-1
135,I wanna go back😣,1,0,2025-10-06T05:45:11.000Z,1_nayeli.22,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,1
136,i hate that school,1,0,2025-10-03T16:23:26.000Z,abby_loving15,https://www.tiktok.com/@sammyiscool100/video/7556376510827892023,-1
137,Trop choupinou. Y faut les laisser vivre ces pauvres bêtes. 🥰🥰🥰🥰,9,0,2025-12-14T14:49:16.000Z,patou.levigne77,https://www.tiktok.com/@ku_13188/video/7582554339084930335,-1
138,lol u cant te the difference this is a highland cow not a shark 😆🤣🤣,2,0,2025-12-13T09:52:35.000Z,sonickmckie,https://www.tiktok.com/@ku_13188/video/7582554339084930335,-1
139,плюшевые игрушки 🌷,12,0,2025-12-21T07:13:19.000Z,st.shabanova1,https://www.tiktok.com/@ku_13188/video/7582554339084930335,1
140,merveilleux de vrai peluches,14,0,2025-12-14T12:59:47.000Z,patrickvalentin878,https://www.tiktok.com/@ku_13188/video/7582554339084930335,1
141,sweet😍,44,3,2025-12-12T17:36:01.000Z,anitapaccino,https://www.tiktok.com/@ku_13188/video/7582554339084930335,1
142,FORCE aux agriculteurs 🦾💪🦾,7,0,2025-12-19T10:32:52.000Z,mister._jo.jo._,https://www.tiktok.com/@ku_13188/video/7582554339084930335,1
143,Құлақтары қалқиған сүп-сүйкімді бұзаулар👍👍🥰,7,0,2025-12-18T19:45:27.000Z,gulbahyt_83,https://www.tiktok.com/@ku_13188/video/7582554339084930335,1
144, [sticker],11,1,2025-12-24T12:24:21.000Z,mkxikmatov,https://www.tiktok.com/@ku_13188/video/7582554339084930335,1
145,Ой какие карапузики класс🙏🙏🙏🙏,15,0,2025-12-12T13:31:13.000Z,user9190345740780,https://www.tiktok.com/@ku_13188/video/7582554339084930335,1
146,кросавчики 🥰🥰🥰,5,0,2025-12-20T10:44:20.000Z,va_.leech,https://www.tiktok.com/@ku_13188/video/7582554339084930335,1
147,I want one ❤❤❤❤,17,2,2025-12-11T17:56:23.000Z,jojotinker1972,https://www.tiktok.com/@ku_13188/video/7582554339084930335,1
148,Comment peut on leurs faitrs,3,0,2025-12-15T11:32:16.000Z,romijolie59,https://www.tiktok.com/@ku_13188/video/7582554339084930335,1
149,mohhhh trop mignion 🥰🥰🥰🥰🥰🥰,4,0,2025-12-13T08:39:05.000Z,marjoriedegreve,https://www.tiktok.com/@ku_13188/video/7582554339084930335,-1
150,"ой қандай тәтті өздері,жандарым сол.☺😘",11,0,2025-12-19T16:06:35.000Z,guly37523,https://www.tiktok.com/@ku_13188/video/7582554339084930335,-1
151,пончиктер🥰🥰🥰🥰🥰,8,1,2025-12-27T11:27:08.000Z,user8331084816932,https://www.tiktok.com/@ku_13188/video/7582554339084930335,1
152,soooo sweet 🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰,4,0,2025-12-14T20:53:06.000Z,katarina5601,https://www.tiktok.com/@ku_13188/video/7582554339084930335,1
153,иии жандарым түрлерін аййй сүпсүкімді 🥰🥰🥰🥰,5,0,2025-12-15T10:14:16.000Z,user661101938335,https://www.tiktok.com/@ku_13188/video/7582554339084930335,0
154,Trop mignons ❤️❤️❤️❤️❤️❤️❤️,3,0,2025-12-13T19:05:43.000Z,gilette16,https://www.tiktok.com/@ku_13188/video/7582554339084930335,-1
155,Какие красивые,6,0,2025-12-13T13:39:42.000Z,user2bliov9mvq,https://www.tiktok.com/@ku_13188/video/7582554339084930335,1
156,Très chou 🥰🥰🥰🥰🥰🥰,5,0,2025-12-15T18:13:02.000Z,fellaounissi,https://www.tiktok.com/@ku_13188/video/7582554339084930335,1
157,j en veux un🥰😁,5,0,2025-12-13T12:28:27.000Z,bejessybe,https://www.tiktok.com/@ku_13188/video/7582554339084930335,1
158,такі гарні 😍😍😍😍,7,0,2025-12-13T04:42:30.000Z,yulia42609,https://www.tiktok.com/@ku_13188/video/7582554339084930335,1
159,Жаныммм😍,3,0,2025-12-27T05:40:32.000Z,diko___11_,https://www.tiktok.com/@ku_13188/video/7582554339084930335,1
160,cuteness overload,6,0,2025-12-12T21:21:06.000Z,ronaldfrench44,https://www.tiktok.com/@ku_13188/video/7582554339084930335,-1
161,Adorable ❤️,5,0,2025-12-12T17:14:20.000Z,evelynmccarthy233,https://www.tiktok.com/@ku_13188/video/7582554339084930335,1
162,Просто красотульки.,1,0,2026-01-13T11:01:30.000Z,user7512807179215,https://www.tiktok.com/@ku_13188/video/7582554339084930335,1
163, [sticker],1,0,2026-01-03T21:00:50.000Z,user3024190654123,https://www.tiktok.com/@ku_13188/video/7582554339084930335,1
164,ой какая прелесть 🥰🥰🥰🥰кукулька,33,1,2025-12-21T12:50:45.000Z,jannatga.oshikman6,https://www.tiktok.com/@ku_13188/video/7582554339084930335,1
165,♥️♥️sweet ♥️♥️,1,0,2025-12-13T19:11:08.000Z,miniwatt7,https://www.tiktok.com/@ku_13188/video/7582554339084930335,1
166,Love Jen Jen I miss her 😌🥺,1,0,2024-11-03T18:41:04.000Z,runswithclippersss,https://www.tiktok.com/@highland_crystal_ultra/video/7431850661333044523,1
167,My Mickey so adorable inside and out🥰,2,0,2024-11-02T13:52:30.000Z,sheilamason1963,https://www.tiktok.com/@highland_crystal_ultra/video/7431850661333044523,1
168,🥰🥰🥰🥰🥰you all are so cute and happy...feel the energy and love,1,0,2024-11-05T16:28:06.000Z,donna.mccollum8,https://www.tiktok.com/@highland_crystal_ultra/video/7431850661333044523,1
169,Love the broom,0,0,2024-11-12T15:50:36.000Z,sistahgallow,https://www.tiktok.com/@highland_crystal_ultra/video/7431850661333044523,1
170,🥰🥰🥰🥰,1,0,2024-11-01T20:17:33.000Z,dumpyallll,https://www.tiktok.com/@highland_crystal_ultra/video/7431850661333044523,1
171,🥰🥰🥰,1,0,2024-11-01T11:25:37.000Z,maribonaolivarez,https://www.tiktok.com/@highland_crystal_ultra/video/7431850661333044523,1
172,🥰🥰🥰🥰,0,0,2024-11-03T01:46:50.000Z,tesbila383,https://www.tiktok.com/@highland_crystal_ultra/video/7431850661333044523,1
173,😳😳😳,0,0,2024-11-04T05:47:42.000Z,ggguniiit,https://www.tiktok.com/@highland_crystal_ultra/video/7431850661333044523,1
174,We think you have great potential in Tiktok and we hope to invite you to join our guild.🤝🏻❤️,1,0,2024-11-02T01:47:41.000Z,ajq223,https://www.tiktok.com/@highland_crystal_ultra/video/7431850661333044523,1
175,love those cystsls,0,0,2025-01-19T23:55:13.000Z,ladonna.tubb3,https://www.tiktok.com/@highland_crystal_ultra/video/7431850661333044523,1
176,very sassy ladies.... crystals 🔮 all day,0,0,2024-11-25T19:34:40.000Z,leahthisisme,https://www.tiktok.com/@highland_crystal_ultra/video/7431850661333044523,1
177,I don't get it,11,0,2023-12-27T19:33:17.000Z,scattorchioo,https://www.tiktok.com/@burberry/video/7315357166649593120,-1
178,What is it,14,0,2023-12-22T21:37:24.000Z,xymclr,https://www.tiktok.com/@burberry/video/7315357166649593120,1
179,no because I thought this was an ad for a Rumpelstiltskin movie,44,0,2023-12-22T20:37:15.000Z,jessd962,https://www.tiktok.com/@burberry/video/7315357166649593120,-1
180,what is that,17,0,2023-12-22T23:55:31.000Z,cora.schuetz,https://www.tiktok.com/@burberry/video/7315357166649593120,1
181,I thought it was the flag of Texas 😂😅,30,0,2023-12-27T02:02:49.000Z,p1ttbull713,https://www.tiktok.com/@burberry/video/7315357166649593120,0
182,had a pair of these yonks ago!lully,36,0,2024-01-24T20:20:44.000Z,gemmad4it1,https://www.tiktok.com/@burberry/video/7315357166649593120,1
183,What is it,28,0,2023-12-25T06:48:28.000Z,charley.coles,https://www.tiktok.com/@burberry/video/7315357166649593120,1
184,Genius marketing,24,0,2023-12-23T21:07:12.000Z,mary.jpierce,https://www.tiktok.com/@burberry/video/7315357166649593120,1
